ID,이탈 여부 예측,이탈 확률(%)
3313730,Yes,83.8
3322814,Yes,83.8
3010042,Yes,83.8
3002430,Yes,83.8
3007770,Yes,83.8
3077898,Yes,83.7
3322662,Yes,83.7
3007326,Yes,83.7
3356774,Yes,83.7
3288022,Yes,83.7
3359058,Yes,83.7
3351810,Yes,83.7
3213858,Yes,83.7
3018142,Yes,83.7
3024578,Yes,83.6
3389350,Yes,83.6
3201978,Yes,83.6
3327878,Yes,83.6
3312414,Yes,83.6
3242650,Yes,83.6
3058034,Yes,83.6
3179270,Yes,83.6
3225498,Yes,83.6
3299566,Yes,83.6
3014674,Yes,83.5
3068034,Yes,83.5
3247986,Yes,83.5
3041582,Yes,83.5
3223526,Yes,83.4
3082686,Yes,83.4
3105454,Yes,83.4
3137322,Yes,83.4
3225566,Yes,83.4
3227358,Yes,83.4
3360570,Yes,83.4
3310830,Yes,83.3
3022042,Yes,83.3
3318430,Yes,83.3
3123246,Yes,83.3
3324034,Yes,83.3
3391054,Yes,83.3
3152318,Yes,83.3
3224650,Yes,83.3
3099606,Yes,83.2
3324226,Yes,83.2
3238134,Yes,83.2
3327266,Yes,83.2
3350858,Yes,83.2
3268210,Yes,83.2
3293466,Yes,83.2
3342026,Yes,83.2
3212194,Yes,83.1
3001714,Yes,83.1
3231934,Yes,83.1
3276738,Yes,83.1
3294050,Yes,83.1
3249230,Yes,83.1
3162826,Yes,83.0
3269154,Yes,83.0
3326854,Yes,83.0
3135446,Yes,83.0
3134266,Yes,83.0
3018118,Yes,83.0
3148486,Yes,83.0
3034406,Yes,83.0
3312374,Yes,83.0
3316882,Yes,83.0
3001882,Yes,82.9
3210606,Yes,82.9
3225998,Yes,82.9
3107962,Yes,82.9
3332342,Yes,82.9
3311758,Yes,82.9
3262818,Yes,82.9
3252642,Yes,82.9
3028038,Yes,82.9
3165818,Yes,82.9
3235922,Yes,82.9
3345074,Yes,82.8
3272334,Yes,82.8
3031154,Yes,82.8
3140782,Yes,82.8
3162194,Yes,82.8
3234366,Yes,82.8
3181506,Yes,82.8
3089014,Yes,82.8
3157362,Yes,82.7
3290882,Yes,82.7
3389874,Yes,82.7
3283870,Yes,82.7
3230646,Yes,82.7
3220938,Yes,82.7
3204942,Yes,82.7
3084930,Yes,82.7
3059462,Yes,82.7
3383670,Yes,82.7
3239038,Yes,82.7
3119742,Yes,82.6
3007818,Yes,82.6
3220702,Yes,82.6
3393146,Yes,82.6
3233438,Yes,82.6
3046182,Yes,82.6
3064262,Yes,82.6
3191730,Yes,82.6
3162566,Yes,82.6
3324390,Yes,82.6
3031738,Yes,82.6
3089590,Yes,82.6
3306822,Yes,82.5
3170254,Yes,82.5
3204538,Yes,82.5
3341034,Yes,82.5
3160170,Yes,82.5
3060586,Yes,82.5
3223162,Yes,82.5
3323182,Yes,82.5
3192946,Yes,82.4
3051802,Yes,82.4
3342282,Yes,82.4
3091350,Yes,82.4
3356430,Yes,82.4
3205290,Yes,82.3
3193770,Yes,82.3
3245982,Yes,82.3
3386662,Yes,82.3
3072918,Yes,82.3
3319214,Yes,82.3
3172610,Yes,82.3
3119682,Yes,82.3
3005142,Yes,82.3
3268470,Yes,82.3
3161806,Yes,82.3
3016858,Yes,82.3
3360934,Yes,82.3
3349506,Yes,82.3
3260306,Yes,82.3
3272622,Yes,82.3
3209238,Yes,82.3
3336902,Yes,82.2
3033862,Yes,82.2
3158826,Yes,82.2
3073446,Yes,82.2
3335326,Yes,82.2
3396198,Yes,82.2
3268126,Yes,82.2
3305306,Yes,82.2
3390618,Yes,82.2
3066642,Yes,82.2
3015518,Yes,82.2
3129650,Yes,82.2
3147102,Yes,82.1
3214106,Yes,82.1
3323842,Yes,82.1
3366302,Yes,82.1
3269006,Yes,82.1
3033958,Yes,82.1
3192186,Yes,82.1
3193658,Yes,82.1
3069554,Yes,82.1
3253802,Yes,82.1
3171474,Yes,82.0
3334514,Yes,82.0
3338114,Yes,82.0
3040026,Yes,82.0
3046878,Yes,82.0
3206390,Yes,82.0
3151854,Yes,82.0
3004614,Yes,82.0
3234694,Yes,82.0
3335982,Yes,82.0
3305906,Yes,82.0
3018422,Yes,81.9
3309882,Yes,81.9
3318770,Yes,81.9
3228198,Yes,81.9
3258958,Yes,81.9
3071386,Yes,81.9
3293158,Yes,81.9
3210154,Yes,81.9
3199634,Yes,81.9
3353330,Yes,81.9
3355418,Yes,81.9
3140130,Yes,81.9
3268378,Yes,81.9
3116986,Yes,81.9
3356530,Yes,81.9
3003894,Yes,81.9
3315758,Yes,81.9
3092142,Yes,81.8
3259494,Yes,81.8
3159922,Yes,81.8
3316662,Yes,81.8
3138122,Yes,81.8
3255578,Yes,81.8
3262066,Yes,81.8
3084782,Yes,81.8
3190086,Yes,81.8
3138694,Yes,81.8
3018074,Yes,81.8
3355246,Yes,81.8
3227042,Yes,81.8
3280354,Yes,81.7
3392146,Yes,81.7
3184826,Yes,81.7
3341486,Yes,81.7
3238682,Yes,81.7
3076742,Yes,81.7
3304222,Yes,81.7
3358726,Yes,81.7
3099514,Yes,81.6
3215846,Yes,81.6
3312566,Yes,81.6
3201010,Yes,81.6
3012242,Yes,81.6
3224814,Yes,81.6
3011810,Yes,81.6
3014306,Yes,81.5
3388154,Yes,81.5
3283970,Yes,81.5
3044630,Yes,81.5
3252382,Yes,81.5
3201674,Yes,81.5
3278190,Yes,81.5
3395914,Yes,81.5
3069814,Yes,81.5
3206418,Yes,81.5
3313298,Yes,81.5
3095302,Yes,81.5
3350054,Yes,81.5
3248642,Yes,81.5
3189858,Yes,81.5
3113146,Yes,81.5
3356058,Yes,81.5
3112678,Yes,81.5
3249010,Yes,81.4
3276950,Yes,81.4
3302050,Yes,81.4
3140122,Yes,81.4
3131734,Yes,81.4
3004594,Yes,81.4
3123486,Yes,81.4
3311946,Yes,81.4
3346798,Yes,81.4
3030078,Yes,81.4
3319026,Yes,81.4
3258066,Yes,81.4
3303294,Yes,81.4
3215574,Yes,81.4
3067086,Yes,81.4
3046038,Yes,81.4
3234686,Yes,81.3
3257502,Yes,81.3
3397826,Yes,81.3
3004562,Yes,81.3
3050630,Yes,81.3
3067130,Yes,81.3
3010646,Yes,81.3
3215214,Yes,81.3
3317594,Yes,81.2
3209062,Yes,81.2
3217330,Yes,81.2
3244030,Yes,81.2
3206554,Yes,81.2
3112866,Yes,81.2
3364506,Yes,81.2
3269542,Yes,81.2
3116622,Yes,81.2
3000410,Yes,81.2
3296682,Yes,81.2
3226854,Yes,81.2
3143306,Yes,81.2
3178582,Yes,81.2
3133258,Yes,81.2
3051090,Yes,81.2
3280898,Yes,81.2
3005802,Yes,81.2
3293954,Yes,81.2
3009206,Yes,81.1
3023214,Yes,81.1
3260538,Yes,81.1
3311994,Yes,81.1
3276130,Yes,81.1
3088114,Yes,81.1
3044014,Yes,81.1
3327606,Yes,81.1
3221746,Yes,81.1
3265586,Yes,81.1
3079578,Yes,81.1
3123370,Yes,81.1
3252070,Yes,81.1
3235274,Yes,81.0
3301002,Yes,81.0
3258374,Yes,81.0
3235854,Yes,81.0
3116190,Yes,81.0
3272642,Yes,81.0
3002214,Yes,81.0
3302990,Yes,81.0
3266174,Yes,81.0
3264014,Yes,81.0
3358238,Yes,81.0
3307270,Yes,81.0
3250794,Yes,81.0
3289818,Yes,81.0
3294554,Yes,81.0
3062954,Yes,80.9
3124846,Yes,80.9
3301054,Yes,80.9
3032602,Yes,80.9
3363410,Yes,80.9
3280062,Yes,80.9
3144134,Yes,80.9
3248918,Yes,80.9
3283702,Yes,80.9
3160822,Yes,80.9
3253850,Yes,80.9
3265738,Yes,80.9
3306114,Yes,80.8
3357138,Yes,80.8
3327670,Yes,80.8
3070670,Yes,80.8
3101878,Yes,80.8
3231118,Yes,80.8
3060738,Yes,80.8
3232554,Yes,80.8
3054326,Yes,80.8
3278322,Yes,80.8
3240046,Yes,80.8
3195658,Yes,80.8
3196346,Yes,80.8
3357238,Yes,80.8
3122758,Yes,80.7
3351790,Yes,80.7
3351346,Yes,80.7
3349902,Yes,80.7
3250182,Yes,80.7
3209834,Yes,80.7
3089702,Yes,80.7
3060174,Yes,80.7
3024298,Yes,80.7
3002762,Yes,80.7
3006838,Yes,80.7
3246186,Yes,80.7
3220226,Yes,80.7
3015718,Yes,80.7
3168310,Yes,80.7
3156850,Yes,80.6
3341886,Yes,80.6
3387546,Yes,80.6
3205386,Yes,80.6
3391470,Yes,80.6
3179826,Yes,80.6
3280082,Yes,80.6
3111850,Yes,80.6
3214434,Yes,80.6
3190162,Yes,80.6
3349102,Yes,80.6
3032906,Yes,80.6
3007342,Yes,80.6
3138194,Yes,80.6
3132642,Yes,80.6
3332858,Yes,80.6
3230510,Yes,80.6
3355454,Yes,80.6
3119830,Yes,80.6
3230222,Yes,80.6
3127002,Yes,80.6
3210138,Yes,80.6
3043238,Yes,80.5
3315842,Yes,80.5
3157042,Yes,80.5
3150570,Yes,80.5
3116558,Yes,80.5
3321190,Yes,80.5
3007646,Yes,80.5
3370118,Yes,80.5
3068690,Yes,80.5
3323602,Yes,80.5
3182870,Yes,80.5
3256406,Yes,80.5
3283290,Yes,80.5
3257890,Yes,80.5
3360014,Yes,80.5
3050130,Yes,80.4
3034838,Yes,80.4
3279790,Yes,80.4
3329486,Yes,80.4
3319914,Yes,80.4
3324266,Yes,80.4
3045890,Yes,80.4
3352546,Yes,80.4
3271286,Yes,80.4
3360206,Yes,80.4
3176478,Yes,80.4
3366066,Yes,80.4
3097630,Yes,80.4
3391578,Yes,80.3
3290822,Yes,80.3
3391458,Yes,80.3
3046966,Yes,80.3
3397194,Yes,80.3
3083818,Yes,80.3
3234698,Yes,80.3
3000898,Yes,80.3
3152674,Yes,80.3
3153570,Yes,80.3
3216406,Yes,80.3
3136582,Yes,80.3
3365178,Yes,80.3
3264170,Yes,80.3
3261642,Yes,80.3
3232938,Yes,80.3
3326670,Yes,80.2
3250746,Yes,80.2
3194314,Yes,80.2
3354534,Yes,80.2
3250458,Yes,80.2
3071874,Yes,80.2
3253234,Yes,80.2
3015238,Yes,80.2
3383438,Yes,80.1
3150030,Yes,80.1
3021174,Yes,80.1
3002990,Yes,80.1
3102018,Yes,80.1
3274730,Yes,80.1
3299534,Yes,80.1
3360106,Yes,80.1
3318690,Yes,80.1
3303614,Yes,80.1
3099162,Yes,80.1
3004442,Yes,80.1
3155862,Yes,80.1
3226182,Yes,80.1
3345618,Yes,80.1
3279106,Yes,80.1
3198970,Yes,80.1
3223046,Yes,80.1
3095330,Yes,80.1
3211010,Yes,80.1
3319354,Yes,80.1
3195898,Yes,80.1
3286762,Yes,80.0
3055146,Yes,80.0
3017682,Yes,80.0
3395174,Yes,80.0
3154834,Yes,80.0
3073142,Yes,80.0
3070430,Yes,80.0
3273670,Yes,80.0
3362982,Yes,80.0
3326090,Yes,79.9
3362722,Yes,79.9
3188026,Yes,79.9
3124266,Yes,79.9
3134494,Yes,79.9
3136614,Yes,79.9
3126822,Yes,79.9
3183306,Yes,79.9
3286890,Yes,79.9
3268038,Yes,79.9
3142422,Yes,79.9
3095786,Yes,79.9
3106886,Yes,79.9
3000494,Yes,79.9
3264946,Yes,79.9
3247098,Yes,79.8
3244366,Yes,79.8
3348626,Yes,79.8
3280526,Yes,79.8
3377374,Yes,79.8
3002398,Yes,79.8
3016186,Yes,79.8
3277666,Yes,79.8
3244802,Yes,79.8
3002274,Yes,79.8
3112370,Yes,79.8
3223754,Yes,79.7
3022130,Yes,79.7
3010686,Yes,79.7
3323918,Yes,79.7
3349530,Yes,79.7
3165026,Yes,79.7
3157802,Yes,79.7
3211030,Yes,79.7
3349154,Yes,79.7
3237658,Yes,79.7
3000234,Yes,79.7
3100074,Yes,79.7
3316762,Yes,79.7
3355978,Yes,79.7
3001678,Yes,79.7
3037298,Yes,79.7
3098686,Yes,79.7
3270762,Yes,79.7
3396938,Yes,79.7
3352218,Yes,79.7
3327998,Yes,79.7
3214518,Yes,79.7
3155010,Yes,79.6
3020150,Yes,79.6
3206178,Yes,79.6
3266738,Yes,79.6
3108354,Yes,79.6
3254342,Yes,79.6
3110094,Yes,79.6
3083414,Yes,79.6
3295150,Yes,79.6
3349230,Yes,79.6
3214386,Yes,79.6
3326870,Yes,79.6
3352034,Yes,79.6
3159286,Yes,79.6
3226354,Yes,79.6
3041366,Yes,79.6
3366086,Yes,79.6
3310474,Yes,79.6
3391042,Yes,79.6
3263578,Yes,79.5
3313414,Yes,79.5
3257226,Yes,79.5
3023042,Yes,79.5
3204962,Yes,79.5
3162642,Yes,79.5
3397630,Yes,79.5
3074570,Yes,79.5
3216714,Yes,79.5
3079946,Yes,79.5
3263698,Yes,79.5
3047346,Yes,79.4
3026126,Yes,79.4
3347126,Yes,79.4
3276630,Yes,79.4
3234298,Yes,79.4
3232546,Yes,79.4
3259858,Yes,79.4
3229070,Yes,79.4
3325498,Yes,79.4
3296938,Yes,79.4
3042502,Yes,79.4
3204078,Yes,79.4
3221946,Yes,79.4
3044322,Yes,79.4
3093930,Yes,79.4
3323254,Yes,79.4
3085330,Yes,79.4
3343834,Yes,79.3
3259082,Yes,79.3
3226818,Yes,79.3
3264678,Yes,79.3
3244594,Yes,79.3
3324558,Yes,79.3
3280734,Yes,79.3
3331874,Yes,79.3
3231890,Yes,79.3
3303374,Yes,79.3
3150346,Yes,79.3
3230770,Yes,79.3
3275842,Yes,79.3
3328222,Yes,79.3
3251486,Yes,79.3
3260522,Yes,79.3
3007802,Yes,79.3
3248730,Yes,79.3
3350914,Yes,79.2
3101658,Yes,79.2
3333578,Yes,79.2
3250618,Yes,79.2
3134070,Yes,79.2
3009050,Yes,79.2
3257094,Yes,79.2
3254354,Yes,79.2
3391662,Yes,79.2
3104326,Yes,79.2
3259742,Yes,79.2
3360998,Yes,79.2
3314206,Yes,79.2
3314622,Yes,79.2
3284298,Yes,79.2
3134910,Yes,79.2
3231894,Yes,79.1
3211302,Yes,79.1
3287262,Yes,79.1
3312370,Yes,79.1
3219442,Yes,79.1
3391346,Yes,79.1
3309422,Yes,79.1
3109758,Yes,79.1
3102502,Yes,79.1
3139870,Yes,79.1
3213378,Yes,79.1
3054794,Yes,79.1
3019486,Yes,79.1
3186634,Yes,79.1
3115638,Yes,79.0
3014762,Yes,79.0
3051910,Yes,79.0
3262534,Yes,79.0
3212006,Yes,79.0
3001598,Yes,79.0
3215694,Yes,79.0
3143990,Yes,79.0
3392710,Yes,79.0
3327270,Yes,79.0
3007370,Yes,79.0
3006314,Yes,79.0
3140026,Yes,79.0
3047962,Yes,79.0
3158250,Yes,79.0
3034074,Yes,79.0
3027578,Yes,79.0
3273886,Yes,79.0
3028506,Yes,79.0
3224698,Yes,79.0
3285810,Yes,79.0
3320902,Yes,79.0
3215150,Yes,79.0
3303238,Yes,78.9
3374930,Yes,78.9
3194362,Yes,78.9
3109030,Yes,78.9
3055518,Yes,78.9
3356582,Yes,78.9
3267062,Yes,78.9
3084846,Yes,78.9
3300634,Yes,78.9
3319018,Yes,78.9
3179790,Yes,78.9
3031658,Yes,78.9
3341214,Yes,78.9
3367470,Yes,78.9
3154362,Yes,78.9
3251302,Yes,78.9
3334786,Yes,78.9
3395130,Yes,78.8
3274298,Yes,78.8
3304678,Yes,78.8
3339994,Yes,78.8
3349490,Yes,78.8
3339498,Yes,78.8
3158114,Yes,78.8
3364706,Yes,78.8
3068294,Yes,78.8
3134882,Yes,78.8
3320606,Yes,78.8
3064526,Yes,78.8
3352094,Yes,78.8
3253046,Yes,78.8
3009510,Yes,78.8
3276458,Yes,78.8
3299398,Yes,78.8
3320426,Yes,78.8
3287214,Yes,78.8
3219746,Yes,78.7
3225842,Yes,78.7
3299194,Yes,78.7
3232846,Yes,78.7
3049694,Yes,78.7
3355250,Yes,78.7
3254890,Yes,78.7
3302906,Yes,78.7
3090722,Yes,78.7
3399722,Yes,78.7
3234918,Yes,78.7
3166078,Yes,78.7
3238850,Yes,78.7
3325846,Yes,78.7
3073358,Yes,78.7
3238554,Yes,78.7
3011606,Yes,78.6
3290290,Yes,78.6
3132978,Yes,78.6
3122562,Yes,78.6
3124386,Yes,78.6
3303518,Yes,78.6
3170278,Yes,78.6
3267426,Yes,78.6
3101378,Yes,78.6
3320338,Yes,78.6
3016798,Yes,78.6
3339606,Yes,78.6
3105510,Yes,78.6
3350102,Yes,78.6
3351846,Yes,78.6
3097006,Yes,78.6
3370974,Yes,78.6
3003062,Yes,78.6
3223462,Yes,78.6
3081538,Yes,78.6
3334306,Yes,78.6
3095358,Yes,78.6
3036762,Yes,78.6
3081390,Yes,78.6
3036558,Yes,78.6
3283662,Yes,78.5
3232078,Yes,78.5
3239562,Yes,78.5
3092874,Yes,78.5
3196762,Yes,78.5
3292854,Yes,78.5
3314114,Yes,78.5
3102718,Yes,78.5
3229402,Yes,78.5
3088266,Yes,78.5
3168134,Yes,78.5
3309478,Yes,78.5
3010174,Yes,78.5
3224666,Yes,78.5
3135234,Yes,78.5
3279478,Yes,78.5
3221038,Yes,78.5
3191778,Yes,78.5
3247278,Yes,78.4
3162870,Yes,78.4
3235430,Yes,78.4
3117554,Yes,78.4
3099406,Yes,78.4
3173470,Yes,78.4
3014162,Yes,78.4
3291110,Yes,78.4
3108602,Yes,78.4
3269694,Yes,78.4
3362902,Yes,78.4
3314266,Yes,78.4
3333030,Yes,78.4
3392226,Yes,78.4
3316234,Yes,78.4
3232410,Yes,78.4
3055902,Yes,78.4
3397830,Yes,78.4
3019626,Yes,78.4
3286554,Yes,78.3
3387122,Yes,78.3
3206146,Yes,78.3
3282934,Yes,78.3
3365702,Yes,78.3
3192646,Yes,78.3
3182594,Yes,78.3
3237434,Yes,78.3
3233142,Yes,78.3
3027182,Yes,78.3
3010430,Yes,78.3
3314782,Yes,78.3
3328142,Yes,78.3
3006582,Yes,78.3
3005614,Yes,78.3
3272886,Yes,78.2
3144098,Yes,78.2
3321114,Yes,78.2
3322830,Yes,78.2
3186842,Yes,78.2
3271966,Yes,78.2
3271610,Yes,78.2
3203982,Yes,78.2
3193470,Yes,78.2
3206894,Yes,78.2
3137886,Yes,78.2
3356534,Yes,78.2
3091954,Yes,78.2
3196314,Yes,78.2
3277238,Yes,78.2
3340246,Yes,78.2
3153106,Yes,78.2
3313802,Yes,78.2
3334682,Yes,78.2
3226246,Yes,78.2
3047938,Yes,78.2
3117818,Yes,78.1
3197990,Yes,78.1
3105202,Yes,78.1
3100786,Yes,78.1
3224470,Yes,78.1
3150890,Yes,78.1
3364158,Yes,78.1
3242118,Yes,78.1
3020358,Yes,78.1
3273054,Yes,78.1
3211538,Yes,78.1
3120542,Yes,78.1
3011542,Yes,78.1
3398766,Yes,78.1
3239754,Yes,78.1
3109818,Yes,78.1
3377910,Yes,78.1
3034934,Yes,78.1
3372914,Yes,78.1
3278194,Yes,78.1
3011674,Yes,78.0
3177434,Yes,78.0
3335250,Yes,78.0
3362858,Yes,78.0
3142362,Yes,78.0
3046526,Yes,78.0
3176262,Yes,78.0
3397770,Yes,78.0
3284650,Yes,78.0
3342762,Yes,78.0
3053682,Yes,78.0
3359570,Yes,78.0
3095774,Yes,78.0
3318318,Yes,78.0
